--------------------------------------------------
Data: 02/12/2025 02:21:12
Seed: I7ZYSR
Nivel Escolhido: 1
Resultado: ABANDONO (Reiniciou)
--------------------------------------------------

--------------------------------------------------
Data: 02/12/2025 02:21:18
Seed: A2JT18
Nivel Escolhido: 2
Resultado: ABANDONO (Reiniciou)
--------------------------------------------------

--------------------------------------------------
Data: 02/12/2025 02:21:48
Seed: O5ZSK5
Nivel Escolhido: 2
Resultado: DERROTA - Coringa
--------------------------------------------------

--------------------------------------------------
Data: 02/12/2025 02:33:44
Seed: A
Nivel Escolhido: 1
Resultado: ABANDONO (Fechou Jogo)
--------------------------------------------------

--- RELATORIO ---
Data: 02/12/2025 02:34:57
Seed: A6U33U
Nivel: 1
Resultado: ABANDONO (Reiniciou)

--- RELATORIO ---
Data: 02/12/2025 02:35:38
Seed: 4K5TX5
Nivel: 2
Resultado: DERROTA

--- RELATORIO ---
Data: 02/12/2025 02:41:21
Seed: SLR98Q
Nivel: 1
Resultado: ABANDONO (Reiniciou)

--- RELATORIO ---
Data: 02/12/2025 02:41:25
Seed: FYMSJB
Nivel: 2
Resultado: ABANDONO (Reiniciou)

--- RELATORIO ---
Data: 02/12/2025 02:41:53
Seed: YH3EF9
Nivel: 4
Resultado: DERROTA

--- RELATORIO ---
Data: 02/12/2025 02:42:29
Seed: ZS2QOP
Nivel: 2
Resultado: DERROTA

--- RELATORIO ---
Data: 02/12/2025 02:48:00
Seed: FY1EBO
Nivel: 1
Resultado: ABANDONO (Fechou)

Data: 02/12/2025 17:41:57 | Seed: 7649EO | Nivel: 1 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 17:42:24 | Seed: 5RD0QJ | Nivel: 2 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 17:42:55 | Seed: 04EBJO | Nivel: 2 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 17:43:36 | Seed: J5GWS5 | Nivel: 1 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 17:44:15 | Seed: PVU6HP | Nivel: 1 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 17:44:20 | Seed: EUSERSUSER | Nivel: 1 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 17:44:39 | Seed: EUSERSUSER | Nivel: 1 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 17:44:49 | Seed: EUSERSUSER | Nivel: 1 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 17:50:48 | Seed: PVU6HP | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 17:51:21 | Seed: NY6ZJH | Nivel: 1 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 17:51:51 | Seed: NC0CEG | Nivel: 1 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 17:52:08 | Seed: IMPORTPYGA | Nivel: 1 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 18:02:02 | Seed: FP3F1N | Nivel: 2 | Res: ABANDONO (Fechou)
Data: 02/12/2025 18:02:19 | Seed: JRG2NV | Nivel: 1 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 18:08:47 | Seed: JRG2NV | Nivel: 2 | Res: ABANDONO (Fechou)
Data: 02/12/2025 18:13:58 | Seed: NXW3EO | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 18:16:55 | Seed: Y4OMUF | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 18:29:08 | Seed: ZS9WIC | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 18:30:30 | Seed: M20HYE | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 18:31:20 | Seed: 7BRF8X | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 18:34:57 | Seed: R6LAFA | Nivel: 1 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 18:35:32 | Seed: Z3C8N4 | Nivel: 2 | Res: ABANDONO (Fechou)
Data: 02/12/2025 18:35:44 | Seed: M3F166 | Nivel: 2 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 18:41:31 | Seed: 92XIYE | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 18:59:28 | Seed: NT18AS | Nivel: 2 | Res: ABANDONO (Fechou)
Data: 02/12/2025 19:01:27 | Seed: S7BSH2 | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 19:04:30 | Seed: ZCCL7Y | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 19:04:56 | Seed: 6AUIUW | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 19:09:11 | Seed: X7W578 | Nivel: 1 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 19:10:37 | Seed: HT14SH | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 19:21:44 | Seed: E91ZBH | Nivel: 1 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 19:23:43 | Seed: JY5KE2 | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 19:27:21 | Seed: N5MWPQ | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 19:36:01 | Seed: DS6LXO | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 19:40:31 | Seed: QSW1B0 | Nivel: 2 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 19:42:24 | Seed: W4IZCW | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 19:43:52 | Seed: 3HV6WE | Nivel: 1 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 19:49:51 | Seed: 60JS5T | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 19:50:51 | Seed: OJ8RFB | Nivel: 1 | Res: ABANDONO (Fechou)
